id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,other
102,清能清江锦城一期,洪山,128,16938,2室2厅1厨1卫,中楼层 (共34层),75.57,平层,60.456,板楼,南,钢混结构,精装,两梯五户,有,70,2023/2/18,商品房,2018/8/14,普通住宅,满两年,非共有,有抵押 29万元 民生银行 客户偿还,已上传房本照片,20230224yxaac
103,东方华府,江岸,205,16419,3室2厅1厨2卫,中楼层 (共6层),124.86,平层,99.888,板楼,北 南,钢混结构,精装,一梯两户,无,70,2021/11/5,商品房,2016/9/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211106RIVle
104,长江明珠,江岸,95,12936,2室2厅1厨1卫,低楼层 (共27层),73.44,平层,58.752,板塔结合,南,钢混结构,简装,两梯六户,有,70,2023/4/6,商品房,2021/2/3,普通住宅,满两年,非共有,有抵押 28万元 客户偿还,已上传房本照片,20230406WlPxx
105,解放社区,硚口,99,11957,3室1厅1厨1卫,高楼层 (共8层),82.8,平层,66.24,板楼,西南,钢混结构,简装,一梯五户,无,70,2020/10/2,商品房,2020/1/17,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200117eguWd
106,凯旋佳园,江汉,150,12048,3室2厅1厨2卫,高楼层 (共6层),124.51,平层,99.608,板楼,南 北,钢混结构,精装,一梯两户,无,70,2021/9/5,商品房,2016/5/12,普通住宅,满五年,共有,有抵押 30万元 公积金 业主自还,已上传房本照片,20210911fsI7X
107,融侨城,武昌,388,27583,3室2厅1厨2卫,低楼层 (共48层),140.67,平层,112.536,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,70,2021/10/11,商品房,2019/8/20,普通住宅,满两年,非共有,有抵押 210万元 农业银行 业主自还,已上传房本照片,202110114fsX7
108,鼎力欣颐居,蔡甸,75,6581,2室2厅1厨2卫,低楼层 (共12层),113.98,平层,91.184,塔楼,南 北,钢混结构,精装,一梯三户,有,70,2021/5/9,商品房,2017/3/21,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210512wXhe4
109,联投时代中心,武昌,202,22828,2室2厅1厨1卫,低楼层 (共32层),88.49,平层,70.792,塔楼,南,钢混结构,毛坯,两梯七户,有,70,2023/4/14,商品房,2021/2/2,普通住宅,满两年,共有,无抵押,已上传房本照片,20210228uysxC
110,水岸星城,武昌,398,26921,3室2厅1厨2卫,中楼层 (共32层),147.84,平层,118.272,板楼,南 北,钢混结构,毛坯,两梯三户,有,70,2021/4/10,商品房,2011/1/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210410rCWMj
111,中建御景星城,硚口,275,21673,3室2厅1厨2卫,低楼层 (共33层),126.89,平层,101.512,暂无数据,南 北,钢混结构,毛坯,两梯四户,有,70,2021/7/2,商品房,2019/8/20,普通住宅,满两年,共有,有抵押 100万元 农行 业主自还,已上传房本照片,202107018gJIH
112,青青美庐西区,江岸,280,15285,4室2厅1厨3卫,高楼层 (共7层),183.19,复式,146.552,板塔结合,南 北,钢混结构,简装,一梯两户,有,70,2023/2/6,商品房,2019/5/2,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220218H0S2L
113,东星公寓,汉阳,88,12782,2室1厅1厨1卫,中楼层 (共7层),68.85,平层,55.08,塔楼,东南,混合结构,其他,一梯两户,无,70,2023/3/29,商品房,2013/3/29,普通住宅,满五年,共有,有抵押 70万元 客户偿还,已上传房本照片,20230324xZHIE
114,万科汉口传奇唐樾,江汉,305,25436,3室2厅1厨2卫,高楼层 (共48层),119.91,平层,95.928,板楼,南,钢混结构,其他,四梯四户,有,70,2023/2/19,商品房,2021/2/19,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230219BTUMH
115,烽云慧城,东湖高新,152,17012,2室1厅1厨1卫,中楼层 (共26层),89.35,平层,71.48,板楼,南,钢混结构,精装,两梯四户,有,70,2023/1/29,商品房,2020/10/13,普通住宅,满两年,共有,有抵押 10万元,已上传房本照片,20211103SZ4eM
116,统建同安家园,江岸,178,13349,3室1厅1厨2卫,低楼层 (共18层),133.35,平层,106.68,板楼,东南,钢混结构,精装,两梯三户,有,70,2022/8/8,商品房,2007/2/16,普通住宅,满五年,非共有,有抵押 20万元 业主自还,已上传房本照片,20200605dMHLr
117,武重经济实用小区,武昌,159,20696,2室1厅1厨1卫,低楼层 (共6层),76.83,平层,61.464,板楼,南,混合结构,简装,一梯两户,无,70,2023/4/5,商品房,2006/6/28,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230405U2D1N
118,福星惠誉东湖城三期,洪山,239,22128,3室2厅1厨2卫,中楼层 (共32层),108.01,平层,86.408,板塔结合,南 北,钢混结构,精装,三梯四户,有,70,2023/2/22,商品房,2020/11/8,普通住宅,满两年,非共有,无抵押,已上传房本照片,202302225S4p5
119,枫桦苇岸,沌口,176,9393,5室2厅1厨2卫,高楼层 (共18层),187.39,平层,149.912,板楼,南 北,钢混结构,毛坯,一梯两户,无,70,2021/12/7,商品房,2019/11/5,普通住宅,满两年,共有,无抵押,已上传房本照片,20211207nR4GC
120,万科魅力之城北区,东湖高新,116,18832,2室1厅1厨1卫,高楼层 (共18层),61.6,平层,49.28,板楼,南,钢混结构,精装,两梯四户,有,70,2023/2/14,商品房,2020/2/14,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230215EdEqk
121,新世界恒大华府,东湖高新,221,23749,4室1厅1厨1卫,低楼层 (共7层),93.06,复式,74.448,板楼,南 北,钢混结构,精装,一梯两户,有,70,2022/4/26,商品房,2017/8/2,普通住宅,满五年,非共有,有抵押 120万元 100+ 客户偿还,已上传房本照片,20220427bhHIf
122,广电兰亭熙园,汉阳,83,16430,3室2厅1厨2卫,中楼层 (共19层),50.52,复式,40.416,塔楼,西,钢混结构,精装,三梯十六户,有,70,2022/6/30,商品房,2020/4/20,商住两用,满两年,非共有,无抵押,已上传房本照片,20220819mwCQA
123,泰跃金河,东西湖,79,8306,3室2厅1厨2卫,低楼层 (共17层),95.12,平层,76.096,板楼,南 北,钢混结构,简装,两梯三户,有,70,2022/7/24,商品房,2012/8/6,普通住宅,满五年,共有,无抵押,已上传房本照片,20210908lGnLm
124,金利明珠花园,江汉,240,18013,3室1厅1厨2卫,中楼层 (共18层),133.24,平层,106.592,板楼,南 北,钢混结构,其他,两梯六户,有,70,2023/4/15,商品房,2007/7/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210817uhbgb
125,顶琇国际公馆,江汉,195,17815,3室1厅1厨2卫,中楼层 (共42层),109.46,平层,87.568,塔楼,南 北,钢混结构,精装,三梯六户,有,70,2023/1/29,商品房,2019/4/22,普通住宅,满两年,共有,无抵押,已上传房本照片,202010271MupS
126,海伦小镇,沌口,85,8807,3室2厅1厨2卫,中楼层 (共28层),96.52,平层,77.216,板楼,东南 南,钢混结构,其他,两梯六户,有,70,2023/4/14,商品房,2020/5/14,普通住宅,满两年,共有,无抵押,已上传房本照片,20230414EL04u
127,桂花公寓,武昌,330,16086,4室2厅1厨3卫,高楼层 (共8层),205.16,复式,164.128,板楼,南 北,钢混结构,毛坯,一梯四户,无,70,2021/11/26,商品房,2011/12/1,普通住宅,满五年,非共有,有抵押 180万元 业主自还,已上传房本照片,20211126gOuSd
128,水岸星城,武昌,540,28822,5室3厅1厨2卫,中楼层 (共5层),187.36,复式,149.888,板楼,南 北,钢混结构,毛坯,一梯两户,无,70,2021/5/17,商品房,2010/11/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105173q3RV
129,电建地产盛世江城,江汉,217,23442,3室1厅1厨1卫,高楼层 (共43层),92.57,平层,74.056,板楼,东南,钢混结构,精装,三梯四户,有,70,2023/2/19,商品房,2017/11/10,普通住宅,满五年,共有,无抵押,已上传房本照片,20230411oNH08
130,麟趾社区,江岸,65,15525,2室1厅1厨1卫,高楼层 (共8层),41.87,平层,33.496,塔楼,东南,混合结构,精装,一梯五户,无,70,2022/6/21,商品房,2020/8/6,普通住宅,满两年,共有,无抵押,已上传房本照片,20220622CLOg5
131,天仁社区（天竺里）,江汉,85,12717,3室1厅1厨1卫,中楼层 (共9层),66.84,平层,53.472,暂无数据,南,混合结构,简装,一梯九户,暂无数据,70,2022/10/3,商品房,2021/10/14,普通住宅,未满两年,共有,无抵押,已上传房本照片,20221015nTOCn
132,融侨锦城,硚口,41,9652,1室0厅1厨1卫,中楼层 (共15层),43.31,平层,34.648,板楼,南,钢混结构,精装,三梯十八户,有,70,2023/4/1,商品房,2017/6/15,商住两用,满五年,共有,无抵押,已上传房本照片,202001032obRc
133,楚天都市雅园,武昌,210,28433,2室2厅1厨1卫,低楼层 (共40层),73.86,平层,59.088,板塔结合,南,钢混结构,简装,三梯五户,有,70,2023/4/23,商品房,2020/2/9,普通住宅,满两年,共有,无抵押,已上传房本照片,20230426WD7uU
134,黄鹂小区,武昌,120,15441,2室1厅1厨1卫,中楼层 (共6层),77.72,平层,62.176,板楼,南,钢混结构,简装,一梯两户,无,70,2023/2/3,商品房,2015/1/26,普通住宅,满五年,非共有,无抵押,已上传房本照片,202109027vMMw
135,荣华苑,硚口,143,19544,2室1厅1厨1卫,中楼层 (共8层),73.17,平层,58.536,板楼,南,钢混结构,简装,一梯两户,无,70,2023/3/20,商品房,2021/6/9,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230321VoFeh
136,人和公寓,江岸,130,16148,3室2厅1厨1卫,高楼层 (共23层),80.51,平层,64.408,板塔结合,东南 南,钢混结构,精装,两梯八户,有,70,2023/4/9,商品房,2019/4/9,普通住宅,满两年,共有,无抵押,已上传房本照片,202304094Z5gH
137,凯旋佳园,江汉,408,14436,7室3厅1厨2卫,高楼层 (共6层),282.64,复式,226.112,板楼,南 北,钢混结构,精装,一梯两户,无,70,2020/5/4,商品房,2006/5/12,普通住宅,满五年,共有,无抵押,已上传房本照片,202001153ylQE
138,卧龙剑桥春天,东湖高新,265,19624,3室2厅1厨2卫,中楼层 (共17层),135.04,暂无数据,108.032,板楼,南,钢混结构,其他,两梯两户,有,70,2023/4/30,商品房,2008/3/7,普通住宅,满五年,共有,无抵押,已上传房本照片,2023043033yPu
139,绿茵仁居,江岸,401,19614,4室2厅1厨2卫,高楼层 (共17层),204.45,暂无数据,163.56,板楼,东南,钢混结构,其他,两梯三户,有,70,2023/2/23,商品房,2020/2/20,普通住宅,满两年,非共有,有抵押 业主自还,已上传房本照片,20210616VmoQ6
140,南湖狮山美庐,洪山,108,11555,2室2厅1厨1卫,高楼层 (共12层),93.47,平层,74.776,塔楼,南 北,钢混结构,精装,两梯两户,有,70,2021/12/15,商品房,2021/12/24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20211215h8US8
141,江夏府,江夏,178,13142,4室2厅1厨2卫,高楼层 (共25层),135.45,平层,108.36,板楼,东南,钢混结构,精装,两梯四户,有,70,2023/4/20,商品房,2023/4/25,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230427iG6d3
142,锦湖金利花园二期,江岸,110,14361,2室2厅1厨1卫,中楼层 (共18层),76.6,平层,61.28,塔楼,南,钢混结构,精装,两梯四户,有,70,2023/4/17,商品房,2018/4/11,普通住宅,满五年,共有,无抵押,已上传房本照片,20230417cvGVf
143,风华天城,武昌,400,24540,4室2厅1厨2卫,低楼层 (共6层),163,平层,130.4,板楼,南 北,钢混结构,简装,一梯两户,无,70,2023/4/26,商品房,2017/4/19,普通住宅,满五年,共有,无抵押,已上传房本照片,202304276TAbM
144,烽云慧城,东湖高新,123,13044,2室2厅1厨1卫,高楼层 (共26层),94.3,平层,75.44,板楼,南,钢混结构,毛坯,两梯四户,有,70,2022/4/30,商品房,2019/6/26,普通住宅,满两年,非共有,有抵押 30万元 汉口银行,已上传房本照片,20220430kPsuJ
145,幸福时代,江岸,172,17893,3室2厅1厨1卫,中楼层 (共32层),96.13,平层,76.904,板楼,南 北,钢混结构,毛坯,两梯四户,有,70,2023/3/11,商品房,2014/5/19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230313qdfRr
146,万科金色城市K3地块,洪山,103,12529,2室1厅1厨1卫,低楼层 (共34层),82.21,平层,65.768,板楼,南 北,钢混结构,精装,两梯四户,有,70,2023/4/27,商品房,2021/3/29,普通住宅,满两年,共有,有抵押 94万元 客户偿还,已上传房本照片,20230331G5kVi
147,宝业光谷丽都,东湖高新,150,16667,2室2厅1厨1卫,低楼层 (共34层),90,平层,72,板楼,南 北,钢混结构,精装,两梯四户,有,70,2023/1/14,商品房,2016/6/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,202302042NmxE
148,百步龙庭,江岸,230,17701,3室2厅1厨1卫,低楼层 (共11层),129.94,平层,103.952,板楼,南,钢混结构,精装,一梯两户,有,70,2023/4/16,商品房,2013/9/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230417KbQ6k
149,长江楚韵,沌口,100,9087,3室1厅1厨2卫,中楼层 (共33层),110.05,平层,88.04,板塔结合,南 北,钢混结构,精装,两梯四户,有,70,2023/3/28,商品房,2017/10/23,普通住宅,满五年,共有,无抵押,已上传房本照片,20210716hwNi0
150,洪山坊社区,武昌,95,16794,2室1厅1厨1卫,中楼层 (共8层),56.57,平层,45.256,板楼,南 北,混合结构,其他,一梯三户,无,70,2023/4/23,私产,2005/11/12,普通住宅,满五年,共有,无抵押,已上传房本照片,20230201hy5BD
151,循礼村,江汉,73,17394,2室1厅1厨1卫,中楼层 (共7层),41.97,平层,33.576,暂无数据,南 北,混合结构,精装,一梯两户,暂无数据,70,2023/4/22,商品房,2005/6/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210828yFk9j
152,金地澜菲溪岸,汉阳,139,15050,3室2厅1厨1卫,低楼层 (共29层),92.36,平层,73.888,板楼,南,钢混结构,精装,两梯五户,有,70,2023/4/15,商品房,2020/6/3,普通住宅,满两年,非共有,有抵押 50万元 业主自还,已上传房本照片,20230416ud3iT
153,名流公馆,汉阳,175,13792,3室1厅1厨2卫,低楼层 (共47层),126.89,平层,101.512,板楼,南 北,钢混结构,精装,两梯两户,有,70,2021/8/22,商品房,2017/8/16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210822baGrx
154,海马公园,江汉,203,21326,3室2厅1厨1卫,低楼层 (共41层),95.19,平层,76.152,板楼,南,钢混结构,毛坯,两梯四户,有,70,2023/4/2,商品房,2017/4/2,普通住宅,满五年,非共有,无抵押,已上传房本照片,202304023LhFp
155,云鹤小区,硚口,65,11641,2室1厅1厨1卫,中楼层 (共7层),55.84,平层,44.672,塔楼,南,钢混结构,其他,一梯三户,无,70,2023/4/24,房改房,2016/9/21,普通住宅,满五年,非共有,有抵押 20万元 工商银行,已上传房本照片,20230425Vhi2r
156,吉祥谷,江岸,331,11782,7室2厅1厨3卫,中楼层 (共5层),280.94,复式,224.752,塔楼,南 北,钢混结构,其他,两梯两户,有,70,2023/4/10,商品房,2020/6/23,普通住宅,满两年,非共有,有抵押 300万元,已上传房本照片,20230410aaJQY
157,湖边坊人家,江岸,230,17845,3室2厅1厨2卫,中楼层 (共12层),128.89,平层,103.112,板楼,东南,钢混结构,简装,一梯三户,有,70,2021/7/29,商品房,2004/11/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211031wdES1
158,东原启城一期,洪山,185,16419,3室2厅1厨2卫,低楼层 (共45层),112.68,平层,90.144,板楼,南,钢混结构,精装,四梯四户,有,70,2022/10/16,商品房,2020/1/10,普通住宅,满两年,非共有,有抵押 80万元,已上传房本照片,20221019VxYex
159,陌陌屋三元中央公园,江岸,143,16262,3室2厅1厨1卫,中楼层 (共32层),87.94,平层,70.352,板塔结合,南,钢混结构,毛坯,两梯四户,有,70,2022/9/20,商品房,2022/8/10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220927TyR8s
160,城开云悦邸,江岸,318,23624,3室2厅1厨2卫,中楼层 (共33层),134.61,平层,107.688,板楼,南 北,钢混结构,其他,两梯四户,有,70,2023/4/26,商品房,2021/1/19,普通住宅,满两年,非共有,有抵押 80万元 客户偿还,已上传房本照片,20210606641HK
161,新澳城市印象,新洲,68,6336,3室2厅1厨2卫,高楼层 (共29层),108.6,平层,86.88,板楼,南 北,钢混结构,其他,两梯四户,有,70,2023/4/15,商品房,2016/12/22,普通住宅,满五年,共有,无抵押,已上传房本照片,20200714su59S
162,富强天合熙园,江岸,158,15854,3室2厅1厨1卫,高楼层 (共30层),99.66,平层,79.728,板塔结合,南,钢混结构,精装,两梯四户,有,70,2023/4/18,商品房,2022/3/4,普通住宅,未满两年,非共有,有抵押 60万元,已上传房本照片,20221029vHlIO
163,君临国际,武昌,240,18207,3室2厅1厨2卫,中楼层 (共31层),131.82,平层,105.456,塔楼,东南 南,钢混结构,简装,两梯六户,有,70,2023/4/12,商品房,2011/4/13,普通住宅,满五年,非共有,有抵押 银行 业主自还,已上传房本照片,202001087IDAm
164,绿色家园,江汉,130,12123,3室2厅1厨2卫,高楼层 (共6层),107.24,平层,85.792,板楼,南,钢混结构,精装,一梯两户,无,70,2023/4/20,商品房,2010/4/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,202304209ZH07
165,当代国际花园一期,东湖高新,360,27532,4室2厅1厨2卫,低楼层 (共6层),130.76,平层,104.608,板楼,南,钢混结构,其他,一梯两户,无,70,2023/3/18,商品房,2013/7/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230319FTWfN
166,光谷理想城,东湖高新,176,16604,3室2厅1厨2卫,高楼层 (共34层),106,暂无数据,84.8,板楼,南 北,钢混结构,其他,两梯四户,有,70,2023/3/15,拆迁还建房,2021/4/22,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230315OWpvV
167,金地格林春岸,东西湖,170,10702,5室1厅1厨2卫,中楼层 (共18层),158.85,平层,127.08,板塔结合,东 西,钢混结构,毛坯,两梯三户,有,70,2023/2/13,商品房,2013/8/2,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,20230215GhALJ
168,碧海花园,东西湖,112,12193,2室2厅1厨1卫,低楼层 (共6层),91.86,平层,73.488,板楼,南 北,混合结构,精装,一梯两户,无,70,2023/2/14,商品房,2019/6/14,普通住宅,满两年,非共有,有抵押 50万元 农商银行,已上传房本照片,20230215ttXKR
169,武汉铁路大东门住宅小区,武昌,163,17182,3室1厅1厨1卫,中楼层 (共7层),94.87,平层,75.896,板楼,东 南 西,混合结构,简装,一梯两户,无,70,2021/10/17,商品房,2007/10/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211024ttUyo
